path,prob,pred
data\ndvi\vigiai_tile_0000_ndvi.tif,0.48338842391967773,0
data\ndvi\vigiai_tile_0001_ndvi.tif,0.48495686054229736,0
data\ndvi\vigiai_tile_0002_ndvi.tif,0.4858682453632355,0
data\ndvi\vigiai_tile_0003_ndvi.tif,0.4861193299293518,0
data\ndvi\vigiai_tile_0004_ndvi.tif,0.4834173023700714,0
data\ndvi\vigiai_tile_0005_ndvi.tif,0.48356112837791443,0
